user_id,course_id,rating,language,preferred_instructor
20,C1989,4,English,0
20,C3064,5,English,0
20,C1164,4,English,0
20,C2415,4,English,0
20,C3087,4,English,0
20,C2419,4,English,0
20,C058,4,English,0
21,C2310,2,English,0
21,C4886,2,English,0
21,C1650,3,English,0
21,C1868,4,English,0
21,C1080,3,English,0
21,C277,3,English,0
21,C4028,2,English,0
21,C1406,3,English,0
21,C4523,3,English,0
21,C639,3,English,0
22,C4676,5,English,1
22,C4668,5,English,1
22,C4735,5,English,1
22,C4872,5,English,1
22,C4878,5,English,1
22,C4743,5,English,1
22,C4696,5,English,1
22,C4767,5,English,1
22,C4708,5,English,1
22,C4807,5,English,1
23,C3391,4,English,0
23,C3396,4,English,0
23,C076,4,English,0
23,C228,4,English,0
23,C1262,4,English,0
23,C1572,4,English,0
23,C1871,4,English,0
23,C924,4,English,0
23,C3444,4,English,0
23,C332,5,English,0
24,C2749,2,English,0
24,C1717,3,English,0
24,C3865,3,English,0
24,C2485,3,English,0
24,C1712,2,English,0
24,C123,3,English,0
24,C947,3,English,0
24,C2498,3,English,0
24,C4157,3,English,0
24,C1403,3,English,0
25,C3682,5,English,1
25,C4133,5,English,1
25,C4950,5,English,1
25,C3099,5,English,1
25,C3787,5,English,1
25,C2601,3,English,0
25,C1818,2,English,0
25,C4471,5,English,1
25,C1095,4,English,0
25,C2984,5,English,1
26,C1841,3,English,0
26,C4661,3,English,0
26,C3518,2,English,0
26,C3423,4,English,0
26,C3555,2,English,0
26,C4325,3,English,0
26,C3589,2,English,0
26,C749,3,English,0
26,C014,3,English,0
26,C184,2,English,0
27,C4143,3,English,0
27,C2716,2,English,0
27,C2729,3,English,0
27,C3422,3,English,0
27,C1600,3,English,0
27,C456,5,English,1
27,C2723,3,English,0
27,C2664,2,English,0
27,C2399,3,English,0
27,C970,3,English,0
28,C3071,5,English,1
28,C2961,5,English,1
28,C2960,5,English,1
28,C504,3,English,0
28,C3920,5,English,1
28,C1039,3,English,0
28,C3056,5,English,1
28,C3042,5,English,1
28,C3953,5,English,1
28,C3017,5,English,1
29,C1189,4,English,0
29,C062,4,English,0
29,C1505,4,English,0
29,C318,2,English,0
29,C3758,2,English,0
29,C4411,4,English,0
29,C4405,4,English,0
29,C4460,4,English,0
29,C3576,3,English,0
29,C3388,3,English,0
30,C341,4,English,0
30,C543,5,English,0
30,C3485,4,English,0
30,C810,3,English,0
30,C4800,3,English,0
30,C3473,5,English,0
30,C081,3,English,0
30,C1941,4,English,0
30,C1822,4,English,0
30,C358,4,English,0
31,C2814,4,English,0
31,C964,4,English,0
31,C335,4,English,0
31,C1707,4,English,0
31,C1647,4,English,0
31,C1044,4,English,0
31,C163,4,English,0
31,C1229,5,English,0
31,C2293,4,English,0
31,C1078,4,English,0
32,C3086,4,English,0
32,C2814,4,English,0
32,C409,5,English,0
32,C292,4,English,0
32,C1044,4,English,0
32,C818,4,English,0
32,C1995,4,English,0
32,C1897,5,English,0
32,C166,4,English,0
32,C1707,4,English,0
33,C2805,3,English,0
33,C3623,2,English,0
33,C3087,2,English,0
33,C2435,3,English,0
33,C3027,3,English,0
33,C770,3,English,0
33,C1219,3,English,0
33,C2239,2,English,0
33,C3305,3,English,0
33,C2734,2,English,0
34,C3092,5,English,1
34,C3012,5,English,1
34,C3086,5,English,1
34,C4828,5,English,1
34,C3026,5,English,1
34,C4683,5,English,1
34,C2345,3,English,0
34,C2827,5,English,1
34,C2955,5,English,1
34,C321,2,English,0
35,C3092,5,English,1
35,C3086,5,English,1
35,C3012,5,English,1
35,C3532,5,English,1
35,C3531,5,English,1
35,C2847,5,English,1
35,C2881,5,English,1
35,C3352,5,English,1
35,C2843,5,English,1
35,C4520,5,English,1
36,C3041,5,English,1
36,C3076,5,English,1
36,C3034,5,English,1
36,C3068,5,English,1
36,C3065,5,English,1
36,C2025,2,English,0
36,C2943,5,English,1
36,C3100,5,English,1
36,C2940,5,English,1
36,C2941,5,English,1
37,C1555,3,English,0
37,C164,2,English,0
37,C3565,2,English,0
37,C2267,3,English,0
37,C1515,3,English,0
37,C455,2,English,0
37,C4668,3,English,0
37,C929,3,English,0
37,C961,3,English,0
37,C662,2,English,0
38,C3034,5,English,1
38,C3076,5,English,1
38,C3041,5,English,1
38,C3049,5,English,1
38,C2961,5,English,1
38,C4212,5,English,1
38,C3017,5,English,1
38,C3100,5,English,1
38,C2960,5,English,1
38,C2959,5,English,1
39,C2803,3,English,0
39,C3341,3,English,0
39,C4980,2,English,0
39,C1410,2,English,0
39,C1156,3,English,0
39,C1359,2,English,0
39,C3765,3,English,0
39,C681,3,English,0
39,C1213,3,English,0
39,C903,3,English,0
40,C3477,3,English,0
40,C1420,3,English,0
40,C4484,3,English,0
40,C1930,2,English,0
40,C2670,3,English,0
40,C3676,3,English,0
40,C3345,4,English,0
40,C2122,2,English,0
40,C2990,2,English,0
40,C746,4,English,0
41,C188,3,English,0
41,C2010,3,English,0
41,C709,3,English,0
41,C2685,3,English,0
41,C2985,3,English,0
41,C700,3,English,0
41,C2309,3,English,0
41,C4541,2,English,0
41,C3682,3,English,0
41,C3084,2,English,0
42,C2769,4,English,0
42,C2781,2,English,0
42,C1280,4,English,0
42,C296,3,English,0
42,C2191,4,English,0
42,C557,4,English,0
42,C3731,3,English,0
42,C2036,3,English,0
42,C1609,5,English,0
42,C4751,3,English,0
43,C4921,2,English,0
43,C2472,3,English,0
43,C4450,3,English,0
43,C2268,3,English,0
43,C3225,2,English,0
43,C3410,3,English,0
43,C662,3,English,0
43,C3776,3,English,0
43,C4265,3,English,0
43,C508,3,English,0
44,C4385,4,English,0
44,C084,4,English,0
44,C2483,3,English,0
44,C4486,3,English,0
44,C3770,5,English,0
44,C4350,4,English,0
44,C4863,3,English,0
44,C3772,4,English,0
44,C1285,2,English,0
44,C1966,4,English,0
45,C1802,3,English,0
45,C3651,3,English,0
45,C583,3,English,0
45,C3265,3,English,0
45,C293,3,English,0
45,C3436,3,English,0
45,C523,3,English,0
45,C4608,2,English,0
45,C2504,3,English,0
45,C786,3,English,0
46,C3345,4,English,0
46,C306,4,English,0
46,C3419,4,English,0
46,C3418,4,English,0
46,C116,4,English,0
46,C3446,4,English,0
46,C3453,4,English,0
46,C2767,4,English,0
46,C698,4,English,0
46,C3377,4,English,0
47,C4900,3,English,0
47,C3552,2,English,0
47,C4393,3,English,0
47,C1986,3,English,0
47,C3985,3,English,0
47,C4672,3,English,0
47,C4735,3,English,0
47,C1110,2,English,0
47,C3132,3,English,0
47,C2420,3,English,0
48,C3549,5,English,1
48,C4230,5,English,1
48,C4129,5,English,1
48,C534,2,English,0
48,C3105,5,English,1
48,C2835,5,English,1
48,C3138,5,English,1
48,C662,2,English,0
48,C3349,5,English,1
48,C1274,4,English,0
49,C3468,5,English,1
49,C3180,5,English,1
49,C2549,2,English,0
49,C656,2,English,0
49,C4678,5,English,1
49,C4957,5,English,1
49,C4890,5,English,1
49,C1211,2,English,0
49,C040,3,English,0
49,C558,3,English,0
50,C139,3,English,0
50,C430,5,English,1
50,C1078,3,English,0
50,C3280,3,English,0
50,C2793,3,English,0
50,C3955,3,English,0
50,C3548,3,English,0
50,C3334,3,English,0
50,C1282,3,English,0
50,C3134,2,English,0
51,C3078,5,English,1
51,C3083,5,English,1
51,C3064,5,English,1
51,C3087,5,English,1
51,C3063,5,English,1
51,C3081,5,English,1
51,C2635,2,English,0
51,C1483,3,English,0
51,C4433,5,English,1
51,C3891,5,English,1
52,C2074,3,English,0
52,C2388,2,English,0
52,C347,3,English,0
52,C1930,3,English,0
52,C1000,3,English,0
52,C1510,3,English,0
52,C4229,3,English,0
52,C2709,3,English,0
52,C1873,3,English,0
52,C3537,2,English,0
53,C3437,4,English,0
53,C1250,4,English,0
53,C1517,4,English,0
53,C333,4,English,0
53,C142,4,English,0
53,C3448,4,English,0
53,C1172,4,English,0
53,C279,4,English,0
53,C3452,4,English,0
53,C1343,4,English,0
54,C4742,3,English,0
54,C007,2,English,0
54,C336,3,English,0
54,C085,3,English,0
54,C1920,3,English,0
54,C2408,3,English,0
54,C4337,3,English,0
54,C3841,3,English,0
54,C420,3,English,0
54,C1519,3,English,0
55,C810,4,English,0
55,C800,4,English,0
55,C2288,3,English,0
55,C1922,4,English,0
55,C2516,3,English,0
55,C4704,2,English,0
55,C1282,4,English,0
55,C1137,4,English,0
55,C2152,4,English,0
55,C1014,4,English,0
56,C753,4,English,0
56,C314,4,English,0
56,C818,4,English,0
56,C1689,4,English,0
56,C2559,4,English,0
56,C724,4,English,0
56,C1847,4,English,0
56,C352,4,English,0
56,C216,4,English,0
56,C1897,4,English,0
57,C1546,2,English,0
57,C3347,2,English,0
57,C210,3,English,0
57,C2902,3,English,0
57,C4276,3,English,0
57,C4205,3,English,0
57,C1449,3,English,0
57,C1339,3,English,0
57,C4482,2,English,0
57,C1818,2,English,0
58,C3063,5,English,0
58,C3083,4,English,0
58,C3087,4,English,0
58,C3081,4,English,0
58,C3064,4,English,0
58,C3078,4,English,0
58,C2069,4,English,0
58,C783,2,English,0
58,C2523,2,English,0
58,C1772,4,English,0
59,C4519,5,English,1
59,C4528,5,English,1
59,C4253,5,English,1
59,C4169,5,English,1
59,C4167,5,English,1
59,C4282,5,English,1
59,C4208,5,English,1
59,C4240,5,English,1
59,C4182,5,English,1
59,C4306,5,English,1
60,C1896,2,English,0
60,C3201,5,English,1
60,C1636,2,English,0
60,C3405,5,English,1
60,C1792,3,English,0
60,C532,3,English,0
60,C056,2,English,0
60,C4472,5,English,1
60,C1602,3,English,0
60,C092,2,English,0
61,C1788,3,English,0
61,C2984,5,English,1
61,C3781,5,English,1
61,C610,2,English,0
61,C699,2,English,0
61,C1607,2,English,0
61,C4929,5,English,1
61,C3117,5,English,1
61,C042,3,English,0
61,C277,2,English,0
62,C3086,5,English,1
62,C3092,5,English,1
62,C3012,5,English,1
62,C2954,5,English,1
62,C2955,5,English,1
62,C3044,5,English,1
62,C2946,5,English,1
62,C037,2,English,0
62,C4065,5,English,1
62,C2950,5,English,1
63,C3581,3,English,0
63,C121,3,English,0
63,C3510,3,English,0
63,C1654,3,English,0
63,C2460,3,English,0
63,C2423,3,English,0
63,C708,3,English,0
63,C3836,3,English,0
63,C409,3,English,0
63,C761,2,English,0
64,C4220,3,English,0
64,C3226,3,English,0
64,C1245,3,English,0
64,C1177,3,English,0
64,C3009,3,English,0
64,C3946,3,English,0
64,C4173,2,English,0
64,C398,2,English,0
64,C1994,3,English,0
64,C2400,3,English,0
65,C4223,2,English,0
65,C509,3,English,0
65,C1981,3,English,0
65,C1784,3,English,0
65,C4017,3,English,0
65,C3973,2,English,0
65,C226,3,English,0
65,C3696,3,English,0
65,C3382,3,English,0
65,C230,3,English,0
66,C3953,3,English,0
66,C3666,3,English,0
66,C4248,3,English,0
66,C3924,2,English,0
66,C4888,3,English,0
66,C3295,3,English,0
66,C3700,2,English,0
66,C3661,2,English,0
66,C3862,2,English,0
66,C2670,3,English,0
67,C424,3,English,0
67,C3670,3,English,0
67,C2058,3,English,0
67,C346,2,English,0
67,C4585,3,English,0
67,C127,2,English,0
67,C3046,3,English,0
67,C3831,4,English,0
67,C4446,3,English,0
67,C4413,3,English,0
68,C3675,4,English,0
68,C3614,4,English,0
68,C3560,4,English,0
68,C3585,4,English,0
68,C3549,4,English,0
68,C3569,4,English,0
68,C3559,4,English,0
68,C3599,4,English,0
68,C3580,4,English,0
68,C3613,4,English,0
69,C3556,4,English,0
69,C3552,4,English,0
69,C3632,4,English,0
69,C3642,4,English,0
69,C3623,4,English,0
69,C3662,4,English,0
69,C3679,4,English,0
69,C3622,4,English,0
69,C3598,4,English,0
69,C3565,4,English,0
70,C4012,5,English,1
70,C4448,5,English,1
70,C568,2,English,0
70,C4655,5,English,1
70,C3528,5,English,1
70,C607,3,English,0
70,C654,2,English,0
70,C907,2,English,0
70,C4043,5,English,1
70,C001,3,English,0
71,C3034,5,English,1
71,C3076,5,English,1
71,C3041,5,English,1
71,C3065,5,English,1
71,C958,2,English,0
71,C681,2,English,0
71,C2821,5,English,1
71,C2940,5,English,1
71,C3070,5,English,1
71,C2941,5,English,1
72,C2390,4,English,0
72,C132,5,English,0
72,C159,4,English,0
72,C1689,4,English,0
72,C1847,4,English,0
72,C442,4,English,0
72,C1484,4,English,0
72,C102,4,English,0
72,C409,4,English,0
72,C2207,5,English,0
73,C4315,3,English,0
73,C3262,3,English,0
73,C539,3,English,0
73,C428,3,English,0
73,C291,3,English,0
73,C4776,3,English,0
73,C1055,2,English,0
73,C4822,3,English,0
73,C3255,2,English,0
73,C418,3,English,0
74,C4059,2,English,0
74,C209,5,English,0
74,C2024,3,English,0
74,C2827,2,English,0
74,C2466,2,English,0
74,C2180,4,English,0
74,C456,4,English,0
74,C2735,4,English,0
74,C308,5,English,1
74,C4362,3,English,0
75,C3012,5,English,1
75,C3086,5,English,1
75,C3092,5,English,1
75,C3044,5,English,1
75,C3026,5,English,1
75,C2946,5,English,1
75,C3864,5,English,1
75,C4522,5,English,1
75,C2827,5,English,1
75,C3022,5,English,1
76,C3592,3,English,0
76,C2779,2,English,0
76,C4250,3,English,0
76,C3749,2,English,0
76,C218,3,English,0
76,C1771,3,English,0
76,C2072,3,English,0
76,C1103,3,English,0
76,C3728,3,English,0
76,C3224,3,English,0
77,C2104,3,English,0
77,C1869,3,English,0
77,C3930,3,English,0
77,C1379,3,English,0
77,C3593,2,English,0
77,C3262,3,English,0
77,C2884,2,English,0
77,C2721,3,English,0
77,C3188,2,English,0
77,C1169,3,English,0
78,C2181,4,English,0
78,C239,4,English,0
78,C395,4,English,0
78,C1893,4,English,0
78,C2729,5,English,1
78,C2872,3,English,0
78,C1848,4,English,0
78,C1738,4,English,0
78,C2421,4,English,0
78,C1986,4,English,0
79,C1460,3,English,0
79,C1049,3,English,0
79,C1316,3,English,0
79,C3733,3,English,0
79,C594,3,English,0
79,C1869,3,English,0
79,C552,3,English,0
79,C4457,3,English,0
79,C2107,3,English,0
79,C1621,3,English,0
80,C2056,3,English,0
80,C1141,3,English,0
80,C3255,3,English,0
80,C2522,2,English,0
80,C4054,3,English,0
80,C1473,3,English,0
80,C607,3,English,0
80,C485,2,English,0
80,C348,3,English,0
80,C1814,3,English,0
81,C1229,4,English,0
81,C216,4,English,0
81,C1647,4,English,0
81,C159,4,English,0
81,C2559,4,English,0
81,C2800,4,English,0
81,C3081,4,English,0
81,C196,4,English,0
81,C085,4,English,0
81,C166,4,English,0
82,C334,4,English,0
82,C1599,4,English,0
82,C1844,5,English,0
82,C3779,4,English,0
82,C023,4,English,0
82,C2499,4,English,0
82,C1870,4,English,0
82,C2579,4,English,0
82,C3815,4,English,0
82,C3786,4,English,0
83,C3076,5,English,1
83,C3041,5,English,1
83,C3034,5,English,1
83,C4681,5,English,1
83,C2747,3,English,0
83,C1524,3,English,0
83,C2244,4,English,0
83,C3100,5,English,1
83,C3607,5,English,1
83,C1504,3,English,0
84,C1214,3,English,0
84,C2691,3,English,0
84,C4443,3,English,0
84,C2570,3,English,0
84,C1138,2,English,0
84,C2550,3,English,0
84,C1232,3,English,0
84,C360,3,English,0
84,C4080,2,English,0
84,C1037,3,English,0
85,C3752,5,English,1
85,C4230,5,English,1
85,C4212,5,English,1
85,C4239,5,English,1
85,C4162,5,English,1
85,C4289,5,English,1
85,C3732,5,English,1
85,C3754,5,English,1
85,C4314,5,English,1
85,C4271,5,English,1
86,C4145,4,English,0
86,C4520,4,English,0
86,C4293,4,English,0
86,C1897,4,English,0
86,C314,4,English,0
86,C4202,4,English,0
86,C4277,4,English,0
86,C3734,4,English,0
86,C4310,4,English,0
86,C4318,4,English,0
87,C456,5,English,1
87,C995,2,English,0
87,C2326,3,English,0
87,C1755,2,English,0
87,C3395,3,English,0
87,C513,3,English,0
87,C1984,2,English,0
87,C400,3,English,0
87,C1527,2,English,0
87,C4297,3,English,0
88,C3370,4,English,0
88,C2684,4,English,0
88,C063,4,English,0
88,C2104,4,English,0
88,C3350,4,English,0
88,C3410,4,English,0
88,C3456,4,English,0
88,C3439,4,English,0
88,C279,4,English,0
88,C294,4,English,0
89,C3396,3,English,0
89,C4754,3,English,0
89,C3557,2,English,0
89,C786,2,English,0
89,C4245,3,English,0
89,C2648,3,English,0
89,C4934,2,English,0
89,C2755,3,English,0
89,C3309,3,English,0
89,C4108,3,English,0
90,C727,2,English,0
90,C3565,2,English,0
90,C1466,3,English,0
90,C1979,3,English,0
90,C2850,3,English,0
90,C3512,3,English,0
90,C143,3,English,0
90,C341,3,English,0
90,C1697,3,English,0
90,C853,3,English,0
91,C4091,3,English,0
91,C1363,3,English,0
91,C4475,3,English,0
91,C4921,3,English,0
91,C4077,3,English,0
91,C3902,3,English,0
91,C1015,3,English,0
91,C1986,2,English,0
91,C3776,2,English,0
91,C4293,2,English,0
92,C2201,3,English,0
92,C3073,3,English,0
92,C2354,3,English,0
92,C4423,3,English,0
92,C950,3,English,0
92,C1337,2,English,0
92,C4562,2,English,0
92,C683,3,English,0
92,C3003,2,English,0
92,C247,3,English,0
93,C2933,5,English,1
93,C2894,5,English,1
93,C3854,5,English,1
93,C2274,3,English,0
93,C2996,5,English,1
93,C4416,5,English,1
93,C4972,5,English,1
93,C2259,2,English,0
93,C4588,5,English,1
93,C2054,3,English,0
94,C2392,3,English,0
94,C599,3,English,0
94,C1129,2,English,0
94,C3101,2,English,0
94,C3095,2,English,0
94,C3977,3,English,0
94,C1143,2,English,0
94,C003,2,English,0
94,C936,3,English,0
94,C1910,2,English,0
95,C639,2,English,0
95,C4152,3,English,0
95,C2083,3,English,0
95,C607,3,English,0
95,C4347,3,English,0
95,C4460,2,English,0
95,C2584,3,English,0
95,C364,2,English,0
95,C1457,3,English,0
95,C1932,2,English,0
96,C1440,3,English,0
96,C1201,3,English,0
96,C1291,2,English,0
96,C3103,2,English,0
96,C3610,2,English,0
96,C3801,3,English,0
96,C3651,2,English,0
96,C3226,2,English,0
96,C421,3,English,0
96,C4214,2,English,0
97,C050,4,English,0
97,C3806,5,English,0
97,C160,4,English,0
97,C1731,4,English,0
97,C138,4,English,0
97,C3807,4,English,0
97,C1470,4,English,0
97,C1591,4,English,0
97,C4641,4,English,0
97,C2367,4,English,0
98,C4874,5,English,1
98,C4822,5,English,1
98,C4794,5,English,1
98,C4710,5,English,1
98,C4828,5,English,1
98,C4656,5,English,1
98,C4654,5,English,1
98,C4768,5,English,1
98,C4666,5,English,1
98,C4837,5,English,1
99,C456,5,English,1
99,C4579,3,English,0
99,C4417,3,English,0
99,C1859,3,English,0
99,C4255,3,English,0
99,C4765,3,English,0
99,C3076,3,English,0
99,C4728,3,English,0
99,C338,3,English,0
99,C1215,3,English,0
100,C4379,4,English,0
100,C3764,4,English,0
100,C2835,3,English,0
100,C4378,4,English,0
100,C602,4,English,0
100,C837,3,English,0
100,C1537,3,English,0
100,C1603,3,English,0
100,C4338,4,English,0
100,C146,4,English,0
101,C1397,2,English,0
101,C1614,2,English,0
101,C4277,3,English,0
101,C3243,4,English,0
101,C2276,3,English,0
101,C442,2,English,0
101,C4706,3,English,0
101,C2885,3,English,0
101,C2630,4,English,0
101,C1709,3,English,0
102,C2137,3,English,0
102,C4124,2,English,0
102,C4602,2,English,0
102,C1503,3,English,0
102,C4991,2,English,0
102,C2949,3,English,0
102,C1681,3,English,0
102,C539,2,English,0
102,C565,2,English,0
102,C2144,2,English,0
103,C800,4,English,0
103,C810,4,English,0
103,C1299,4,English,0
103,C4445,4,English,0
103,C1856,4,English,0
103,C1062,4,English,0
103,C4153,3,English,0
103,C3419,2,English,0
103,C4128,2,English,0
103,C2673,3,English,0
104,C1925,3,English,0
104,C4250,3,English,0
104,C262,2,English,0
104,C1824,3,English,0
104,C4062,3,English,0
104,C3505,3,English,0
104,C1875,3,English,0
104,C1938,3,English,0
104,C3573,3,English,0
104,C3315,3,English,0
105,C3086,4,English,0
105,C3012,4,English,0
105,C3092,4,English,0
105,C392,4,English,0
105,C2067,2,English,0
105,C741,4,English,0
105,C2003,3,English,0
105,C3767,3,English,0
105,C1826,4,English,0
105,C299,4,English,0
106,C1762,3,English,0
106,C3383,3,English,0
106,C2221,2,English,0
106,C600,3,English,0
106,C3932,2,English,0
106,C4126,3,English,0
106,C2188,3,English,0
106,C1971,3,English,0
106,C3472,3,English,0
106,C3952,3,English,0
107,C3092,5,English,1
107,C3086,5,English,1
107,C3012,5,English,1
107,C3026,5,English,1
107,C2946,5,English,1
107,C2954,5,English,1
107,C1481,3,English,0
107,C3044,5,English,1
107,C2950,5,English,1
107,C2827,5,English,1
108,C1627,2,English,0
108,C1365,4,English,0
108,C3213,2,English,0
108,C1575,4,English,0
108,C4347,4,English,0
108,C4450,3,English,0
108,C3539,3,English,0
108,C2668,2,English,0
108,C2070,4,English,0
108,C2655,4,English,0
109,C284,4,English,0
109,C159,4,English,0
109,C352,4,English,0
109,C2800,4,English,0
109,C753,4,English,0
109,C2207,4,English,0
109,C1044,4,English,0
109,C1897,4,English,0
109,C818,4,English,0
109,C335,4,English,0
110,C2751,3,English,0
110,C117,2,English,0
110,C3426,3,English,0
110,C3350,3,English,0
110,C081,3,English,0
110,C3676,3,English,0
110,C4408,2,English,0
110,C2925,3,English,0
110,C891,3,English,0
110,C1330,4,English,0
111,C641,3,English,0
111,C938,2,English,0
111,C212,3,English,0
111,C3439,3,English,0
111,C2522,3,English,0
111,C1009,3,English,0
111,C4241,3,English,0
111,C4334,3,English,0
111,C1649,3,English,0
111,C625,3,English,0
112,C4153,5,English,1
112,C4629,5,English,1
112,C4241,5,English,1
112,C4299,5,English,1
112,C4284,5,English,1
112,C4231,5,English,1
112,C4209,5,English,1
112,C3737,5,English,1
112,C4213,5,English,1
112,C4247,5,English,1
113,C3162,2,English,0
113,C2756,3,English,0
113,C1152,3,English,0
113,C3747,2,English,0
113,C4113,3,English,0
113,C3574,3,English,0
113,C121,3,English,0
113,C2399,3,English,0
113,C4357,2,English,0
113,C3801,2,English,0
114,C154,3,English,0
114,C2310,3,English,0
114,C1146,3,English,0
114,C3725,5,English,1
114,C4946,5,English,1
114,C1317,3,English,0
114,C2040,3,English,0
114,C1410,3,English,0
114,C2780,3,English,0
114,C4555,5,English,1
115,C596,2,English,0
115,C1564,3,English,0
115,C3757,3,English,0
115,C899,3,English,0
115,C907,2,English,0
115,C1570,3,English,0
115,C045,3,English,0
115,C1222,3,English,0
115,C3717,2,English,0
115,C1783,4,English,0
116,C3427,4,English,0
116,C2584,4,English,0
116,C3358,4,English,0
116,C716,4,English,0
116,C1634,4,English,0
116,C3360,5,English,0
116,C1491,4,English,0
116,C1937,4,English,0
116,C345,4,English,0
116,C3338,4,English,0
117,C4371,3,English,0
117,C1111,3,English,0
117,C1103,5,English,1
117,C2770,3,English,0
117,C1408,2,English,0
117,C2078,3,English,0
117,C2238,3,English,0
117,C2379,3,English,0
117,C2511,3,English,0
117,C1485,3,English,0
118,C2293,4,English,0
118,C2207,4,English,0
118,C216,4,English,0
